UniqueID,Filename/FlightID,Year,Month,Day,Date,Critical Period,Day Type,Creel Subarea,GMA,PFMA,Pin ID,"Date Created
(Timestamp from Avenza Maps)",Latitude,Longitude,1. Rec Boat Fishing,2. Rec Boats Running,3. Commercial Vessel Fishing,4. Commercial Vessel Not Fishing,5. Small Commercial Vessel,6. Large Commercial Vessel,7.  Whale Watching Boat,8. Orcas,9. Whales,10. Sea State,Description,Notes,COUNT (1/2)
2021_12322266_48730445,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,18D,SOG,18-4,Placemark 64,2023-07-14T07:20:30-07:00,48.730445,-123.222661,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12323561_48747447,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,18D,SOG,18-4,Placemark 65,2023-07-14T07:20:52-07:00,48.747447,-123.235612,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12348548_48890957,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17K,SOG,17-2,Placemark 66,2023-07-14T07:22:04-07:00,48.890958,-123.485488,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12362444_48877649,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17K,SOG,17-9,Placemark 67,2023-07-14T07:22:35-07:00,48.87765,-123.62444,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12363157_48917685,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17K,SOG,17-6,Placemark 68,2023-07-14T07:22:58-07:00,48.917686,-123.631574,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12365848_48939645,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17K,SOG,17-6,Placemark 69,2023-07-14T07:23:14-07:00,48.939645,-123.658486,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12451167_48531634,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,20A,WCVI,20-1,Placemark 7,2023-07-14T06:59:50-07:00,48.531634,-124.511679,<Null>,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12369613_48925319,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17K,SOG,17-9,Placemark 70,2023-07-14T07:23:32-07:00,48.925319,-123.696132,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12366941_48960577,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-6,Placemark 71,2023-07-14T07:23:48-07:00,48.960578,-123.669416,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12372912_48980028,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-6,Placemark 72,2023-07-14T07:24:03-07:00,48.980029,-123.72913,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12375019_48981986,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-5,Placemark 73,2023-07-14T07:24:19-07:00,48.981987,-123.750198,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12377560_48978479,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-7,Placemark 74,2023-07-14T07:24:33-07:00,48.978479,-123.775608,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12371794_49021174,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-5,Placemark 75,2023-07-14T07:24:48-07:00,49.021175,-123.717941,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,1
2021_12359274_48994214,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17K,SOG,17-3,Placemark 76,2023-07-14T07:25:07-07:00,48.994214,-123.59275,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12354458_49007927,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,29G,SOG,29-5,Placemark 77,2023-07-14T07:25:25-07:00,49.007927,-123.544586,3,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12357300_49025733,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,29F,SOG,29-5,Placemark 78,2023-07-14T07:25:42-07:00,49.025734,-123.573002,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12361259_49084993,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,29F,SOG,29-5,Placemark 79,2023-07-14T07:25:58-07:00,49.084994,-123.612595,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12459444_48558679,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,20A,WCVI,20-1,Placemark 8,2023-07-14T07:00:13-07:00,48.55868,-124.594441,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12369161_49053077,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-4,Placemark 80,2023-07-14T07:26:23-07:00,49.053078,-123.691616,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12372523_49102237,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-17,Placemark 81,2023-07-14T07:26:41-07:00,49.102238,-123.725232,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12374861_49089273,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-4,Placemark 82,2023-07-14T07:26:59-07:00,49.089274,-123.748617,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12372424_49122736,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-17,Placemark 83,2023-07-14T07:27:17-07:00,49.122737,-123.724245,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12374589_49119491,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-17,Placemark 84,2023-07-14T07:27:32-07:00,49.119492,-123.745893,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12379027_49122094,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17J,SOG,17-16,Placemark 85,2023-07-14T07:28:00-07:00,49.122094,-123.790273,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12361882_49149048,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,29DW,SOG,29-3,Placemark 86,2023-07-14T07:28:52-07:00,49.149048,-123.618828,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12367426_49156314,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17I,SOG,17-10,Placemark 87,2023-07-14T07:29:11-07:00,49.156315,-123.674261,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12369568_49168380,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17I,SOG,17-10,Placemark 88,2023-07-14T07:29:26-07:00,49.16838,-123.695683,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12373285_49167487,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17I,SOG,17-10,Placemark 89,2023-07-14T07:29:46-07:00,49.167487,-123.732856,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12462080_48564074,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,20A,WCVI,20-1,Placemark 9,2023-07-14T07:00:27-07:00,48.564074,-124.620808,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12373346_49176244,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17I,SOG,17-10,Placemark 90,2023-07-14T07:30:01-07:00,49.176245,-123.733462,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12375535_49184439,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17I,SOG,17-10,Placemark 91,2023-07-14T07:30:20-07:00,49.184439,-123.755351,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12379104_49214942,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-11,Placemark 92,2023-07-14T07:30:39-07:00,49.214943,-123.791043,4,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12381647_49213778,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-11,Placemark 93,2023-07-14T07:30:55-07:00,49.213779,-123.816476,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,3,<Null>,<Null>,1
2021_12388278_49226535,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-12,Placemark 94,2023-07-14T07:31:11-07:00,49.226536,-123.882782,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12388141_49200444,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-12,Placemark 95,2023-07-14T07:31:24-07:00,49.200444,-123.881417,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12393366_49223823,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-12,Placemark 96,2023-07-14T07:31:39-07:00,49.223823,-123.933667,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12392570_49235945,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-12,Placemark 97,2023-07-14T07:31:57-07:00,49.235945,-123.925702,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12396357_49243560,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17E,SOG,17-12,Placemark 98,2023-07-14T07:32:12-07:00,49.243561,-123.963573,2,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12398540_49248846,20210916_3157_SOGS,2021,9,16,2021-09-16,<Null>,Weekday,17F,SOG,17-12,Placemark 99,2023-07-14T07:32:26-07:00,49.248846,-123.985402,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,1
2021_12350349_48232284,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19E,SOG,19-3,LCV 06_Placemark 83,2021-09-18T21:25:53-07:00,48.232284,-123.503497,<Null>,<Null>,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,Added back to the compilation.,1
2021_12338390_49055108,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,29DE,SOG,29-4,WW 01 02_Placemark 72,2021-09-18T21:13:15-07:00,49.055108,-123.383909,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,2,<Null>,<Null>,<Null>,<Null>,Added back to the compilation.,1
2021_12483829_49712460,20210918_3246_sogn,2021,9,18,2021-09-18,<Null>,Weekend,14F,SOG,14-13,Placemark 61,2021-09-18T12:46:36-07:00,49.71246,-124.838298,<Null>,<Null>,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Added back to the compilation.,1
2021_12340302_48414134,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19D,SOG,19-3,10F_Placemark 30,2021-09-18T20:51:49-07:00,48.414135,-123.403026,10,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12452605_48510759,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20A,WCVI,20-1,12F_Placemark 11,2021-09-18T20:43:39-07:00,48.51076,-124.52605,12,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12367747_48315513,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20D,SOG,20-5,15F_Placemark 19,2021-09-18T20:47:09-07:00,48.315514,-123.677479,15,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12454677_48551359,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20A,WCVI,20-1,1F_Placemark 10,2021-09-18T20:43:19-07:00,48.55136,-124.546777,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12466700_48543091,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20A,WCVI,20-1,1F_Placemark 12,2021-09-18T20:44:03-07:00,48.543091,-124.667001,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12470693_48575967,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20A,WCVI,20-1,1F_Placemark 13,2021-09-18T20:44:33-07:00,48.575967,-124.706937,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12444942_48520218,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20B,WCVI,20-3,1F_Placemark 14,2021-09-18T20:45:18-07:00,48.520219,-124.449427,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12430747_48495688,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20B,WCVI,20-3,1F_Placemark 15,2021-09-18T20:45:37-07:00,48.495688,-124.307471,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12364493_48312462,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20D,SOG,20-5,1F_Placemark 20,2021-09-18T20:47:28-07:00,48.312463,-123.644935,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12333907_48334271,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19D,SOG,19-3,1F_Placemark 28,2021-09-18T20:51:08-07:00,48.334271,-123.339077,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12331940_48395913,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19D,SOG,19-3,1F_Placemark 31,2021-09-18T20:52:25-07:00,48.395914,-123.319408,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12325766_48407053,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19C,SOG,19-4,1F_Placemark 32,2021-09-18T20:52:58-07:00,48.407053,-123.25766,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12321047_48420744,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19C,SOG,19-4,1F_Placemark 33,2021-09-18T20:53:14-07:00,48.420744,-123.210471,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12336431_48602102,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19B,SOG,19-5,1F_Placemark 35,2021-09-18T20:54:36-07:00,48.602102,-123.364313,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12330704_48697398,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18B,SOG,18-6,1F_Placemark 38,2021-09-18T20:56:13-07:00,48.697399,-123.307041,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12328584_48712010,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18B,SOG,18-4,1F_Placemark 39,2021-09-18T20:56:29-07:00,48.71201,-123.285846,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12356681_48775885,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18A,SOG,18-7,1F_Placemark 47,2021-09-18T20:59:27-07:00,48.775886,-123.56682,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12403098_49269826,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,17F,SOG,17-12,1F_Placemark 53,2021-09-18T21:02:30-07:00,49.269827,-124.03099,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12330292_49193719,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,29DE,SOG,29-3,1F_Placemark 71,2021-09-18T21:12:46-07:00,49.19372,-123.302929,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12335144_48909246,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,29G,SOG,29-5,1F_Placemark 74,2021-09-18T21:15:21-07:00,48.909247,-123.351449,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12351699_48919277,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,17K,SOG,17-2,1F_Placemark 76,2021-09-18T21:17:19-07:00,48.919277,-123.516993,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12360017_48332777,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20DB,SOG,20-5,1N_Placemark 1,2021-09-19T09:04:09-07:00,48.332778,-123.600172,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12353708_48324451,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20D,SOG,20-5,1N_Placemark 24,2021-09-18T20:48:50-07:00,48.324451,-123.537083,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12341155_48363528,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19D,SOG,19-3,1N_Placemark 29,2021-09-18T20:51:32-07:00,48.363529,-123.411557,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12366495_48383832,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20DI,SOG,20-7,1N_Placemark 3,2021-09-18T20:40:24-07:00,48.383833,-123.664958,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12331619_48500187,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19B,SOG,19-5,1N_Placemark 34,2021-09-18T20:53:47-07:00,48.500187,-123.316194,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12338161_48656139,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,19B,SOG,19-5,1N_Placemark 37,2021-09-18T20:55:25-07:00,48.65614,-123.381618,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12324029_48794275,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18E,SOG,18-5,1N_Placemark 40,2021-09-18T20:57:04-07:00,48.794275,-123.240298,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12324040_48840185,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18E,SOG,18-5,1N_Placemark 41,2021-09-18T20:57:19-07:00,48.840186,-123.240409,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12333499_48860294,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18E,SOG,18-2,1N_Placemark 42,2021-09-18T20:57:37-07:00,48.860295,-123.334996,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12332335_48780543,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18B,SOG,18-4,1N_Placemark 43,2021-09-18T20:58:05-07:00,48.780544,-123.323358,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12348540_48694999,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18A,SOG,18-6,1N_Placemark 45,2021-09-18T20:58:55-07:00,48.694999,-123.485407,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12354183_48709367,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18A,SOG,18-7,1N_Placemark 46,2021-09-18T20:59:09-07:00,48.709367,-123.541839,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12354437_48795177,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,18A,SOG,18-7,1N_Placemark 48,2021-09-18T20:59:43-07:00,48.795177,-123.544373,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12367833_49064657,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,17J,SOG,17-17,1N_Placemark 49,2021-09-18T21:00:22-07:00,49.064657,-123.678332,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12384727_49219058,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,17E,SOG,17-12,1N_Placemark 51,2021-09-18T21:01:24-07:00,49.219059,-123.847274,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12348096_49399479,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28D,SOG,28-1,1N_Placemark 55,2021-09-18T21:04:11-07:00,49.39948,-123.480961,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12344639_49444995,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28D,SOG,28-3,1N_Placemark 56,2021-09-18T21:04:47-07:00,49.444995,-123.446393,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12342933_49527225,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28B,SOG,28-3,1N_Placemark 57,2021-09-18T21:05:23-07:00,49.527226,-123.429339,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12332161_49487843,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28J,SOG,28-2,1N_Placemark 59,2021-09-18T21:06:43-07:00,49.487843,-123.321617,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12446528_48554794,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20E,WCVI,20-2,1N_Placemark 6,2021-09-18T20:41:44-07:00,48.554794,-124.465283,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12328102_49340858,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28J,SOG,28-2,1N_Placemark 62,2021-09-18T21:08:53-07:00,49.340859,-123.281025,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12325586_49321129,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28H,SOG,28-7,1N_Placemark 63,2021-09-18T21:09:49-07:00,49.32113,-123.255869,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12317921_49318457,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28H,SOG,28-7,1N_Placemark 65,2021-09-18T21:10:23-07:00,49.318457,-123.179219,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12316149_49290081,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28I,SOG,28-8,1N_Placemark 69,2021-09-18T21:12:04-07:00,49.290082,-123.161498,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12440766_48559260,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,20E,WCVI,20-2,1N_Placemark 7,2021-09-18T20:42:05-07:00,48.55926,-124.407664,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12354977_49000138,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,29G,SOG,29-5,1N_Placemark 75,2021-09-18T21:16:13-07:00,49.000138,-123.549777,<Null>,1,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
2021_12314929_49319302,20210918_3157_SOGS,2021,9,18,2021-09-18,<Null>,Weekend,28H,SOG,28-9,24F_Placemark 68,2021-09-18T21:11:18-07:00,49.319302,-123.149296,24,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1
