ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Temp_C,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,1,2,Hst,Hexagrammos stelleri,White-spotted greenling,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Hka,Haliotis kamtschatkana,Northern abalone,7,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Mfr,Mesocentrotus franciscanus,Red sea urchin,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Aca,Apostichopus californicus,California sea cucumber,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Aca,Apostichopus californicus,California sea cucumber,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Oko,Orthasterias koehleri,Rainbow sea star,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Ami,Acmaea mitra,Whitecap limpet,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Hermit,Paguroidea spp.,Unidentified Hermit crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Etr,Evasterias troschelii,Mottled sea star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Ami,Asterina miniata,bat star,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Cpr,Cancer productus,Red rock crab,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Pgi,Pomaulax gibberosus,Red turban snail,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Sfo,Stylasterias forreri,Velcro star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Tmo,Triopha modesta,Clown nudibranch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Das,Diodora aspera,Rough keyhole limpet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Hsp,Henricia sp.,Unidentified blood star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Aha,Artedius harringtoni,Scalyhead sculpin,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Dim,Dermasterias imbricata,Leather star,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Rni,Rhinogobiops nicholsii,Blackeye goby,10,,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Hcr,Hermissenda crassicornis,Thick-horned nudibranch,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Cgi,Crassadoma gigantea,Giant rock scallop,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,0,0,Sca,Sebastes caurinus,Copper rockfish,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Dod,Diaulula odonoghuei,Leopard dorid,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,2,2,Phe,Pycnopodia helianthoides,Sunflower star <10cm,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,0,0,Mae,Mediaster aequalis,Vermillon sea star,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kieran Cox,Siobhan Gray,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,KDC,,6.2,0,0,Dal,Dirona albolineata,White-lined dirona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,1,1,Hde,Hexagrammos decagrammus,Kelp greenling,6,,,,,,1,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,1,1,Hst,Hexagrammos stelleri ,White-spotted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,1,1,Gme,Gibbonsia metzi,Kelp fish,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Poc,Pisaster ochraceus,Ochre star,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Mfr,Mesocentrotus franciscanus,Red sea urchin,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Pmi,Patiria miniata,Bat star,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Hka,Haliotis kamtschatkana,Northern abalone,6,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Hermit,Paguroidea spp.,Unidentified Hermit crab,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Oko,Orthasterias koehleri,Rainbow sea star,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Cpr,Cancer productus,Red rock crab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Aca,Apostichopus californicus,California sea cucumber,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Rni,Rhinogobiops nicholsii,Blackeye goby,6,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Jzo,Jordania zonope,Longfin sculpin,4,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Pgi,Pomaulax gibberosus,Red turban snail,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Dim,Dermasterias imbricata,Leather star,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Ahu,Acanthodoris hudsoni,Hudson's horned dorid,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Aha,Artedius harringtoni,Scalyhead sculpin,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Hcr,Hermissenda crassicornis,Thick-horned nudibranch,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Cgi,Crassadoma gigantea,Giant rock scallop,13,,,1,3,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Sca,Sebastes caurinus,Copper rockfish,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Tmo,Triopha modesta,Clown nudibranch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Das,Diodora aspera,Rough keyhole limpet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Ami,Acmaea mitra,Whitecap limpet,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,2,1,Hsp,Henricia sp.,Unidentified blood star,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Opi,Oxylebius pictus,Painted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Rva,Rhacochilus vacca,Pile perch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Bfr,Brachyistius frenatus,Kelp perch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Sme,Sebastes melanops,Black rockfish,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Dal,Dirona albolineata,White-lined dirona,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Pno,Peltodoris nobilis,Sea lemon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siobhan Gray,Kieran Cox,BMSC5,Taylor Rock,48.827333,-125.1966,04/05/2022,3.5,SE,12:40,EGL,,6.2,0,1,Afl,Aulorhynchus flavidus,Tube-snout,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,1,2,Hde,Hexagrammos decagrammus,Kelp greenling,8,,,,,,,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,0,2,Rni,Rhinogobiops nicholsii,Blackeye goby,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Mfr,Mesocentrotus franciscanus,Red sea urchin,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Aca,Apostichopus californicus,California sea cucumber,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Das,Diodora aspera,Rough keyhole limpet,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Pmi,Patiria miniata,Bat star,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Rni,Rhinogobiops nicholsii,Blackeye goby,58,,4,22,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Oko,Orthasterias koehleri,Rainbow sea star,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Dim,Dermasterias imbricata,Leather star,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Hka,Haliotis kamtschatkana,Northern abalone,21,,1,9,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,0,2,Opi,Oxylebius pictus,Painted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Sac,Scyra acutifrons,Sharp-nosed crab,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Cfo,Ceratostoma foliatum,Leafy hornmouth snail,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Dsa,Diaulula sandiegensis,Ringed dorid,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Ami,Acmaea mitra,Whitecap limpet,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Pri,Pugettia richii,Cryptic kelp crab,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,0,2,Sca,Sebastes caurinus,Copper rockfish,6,,,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Cgi,Crassadoma gigantea,Giant rock scallop,7,,,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Hpu,Henricia pumila,Dwarf mottled henricia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,0,2,Hst,Hexagrammos stelleri,White-spotted greenling,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Hsp,Henricia sp.,Unidentified blood star,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,0,0,Oru,Octopus rubescens,East pacific red octopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Em Lim,Jasmin Schuster,BMSC10,Ross Islets Slug island,48.870517,-125.16035,05/05/2022,2,E,11:10,EGL,10,5,2,2,Pla,Pholis laeta,Crescent gunnel,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
